pathway,pval,padj,log2err,ES,NES,size,leadingEdge
WP_COMPLEMENT_SYSTEM,9.62619466084301e-14,1.72746438731856e-11,0.954541630725724,0.683244134535167,2.56244038166076,85,F13A1 VSIG4 C7 TLR2 CFH FCER2 C3AR1 FPR1 CR1 C5AR1 DCN SELL FCN1 FCGR3A ITGB2 CFI C3 F10 CD93 C1R ADM C1S PLAUR ICAM2 PROS1 C6 CFD SERPING1 C2 C5AR2 ICAM1 WAS SELPLG SPP1 CFB CD40 F11 C4A SELE GNAI3 CD19 CD55 CD59
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS,1.38885006336063e-13,2.28465835422824e-11,0.943632225232838,0.777114921394759,2.63061585235786,49,FCGR3B FCGR2B C7 FCGR2A FCGR2C HLA-DQA1 C1QB C1QA CD86 C1QC HLA-DRA FCGR1A HLA-DMB FCGR3A HLA-DRB1 CD28 HLA-DQB1 C4B C3 C1R C1S HLA-DPA1 C6 IL10 HLA-DRB5 HLA-DPB1 C2 HLA-DMA CD40 HLA-DOA
REACTOME_COMPLEMENT_CASCADE,6.58544048344927e-13,9.99973808794528e-11,0.921426003494898,0.754024300750743,2.61705703128851,53,IGHG2 C7 CFH C3AR1 IGHG1 C1QB C1QA CR1 C5AR1 C1QC FCN3 IGHG4 FCN1 IGLC3 IGLC2 C4B CFI C3 C1R C1S PROS1 C6 CFD SERPING1 GZMM C2 C5AR2 CFB CLU C4A CD19 CD55 CD59
NABA_SECRETED_FACTORS,1.21845454933439e-12,1.71802091456148e-10,0.910119734774459,0.495276119583949,2.16517837205268,263,BMP5 S100A12 S100A9 S100A8 CXCL6 IGF2 IL18 CCL26 PPBP WNT6 S100A7 S100A4 CXCL1 BMP6 PF4 CCL20 EBI3 ANGPT2 WFIKKN2 IL9 BMP4 S100P IL1RN S100A10 ANGPTL5 CXCL5 SFRP2 S100A11 FRZB PDGFD ANGPT1 HGF FGF2 FASLG CXCL3 LTA IL6 WNT16 CXCL13 CCL17 TNFSF8 IFNA2 GDF15 TGFB2 TGFB1 CCL2 TNFSF14 IL10 CSF1 CXCL2 CSF3 FSTL1 ANGPTL7 MSTN IL15 XCL1 FGF10 INHBE FGF11 MEGF10 IL1B LIF INHBB OSM WNT9B ANGPTL4 FLT3LG EDA IL24 VEGFA CTF1 IL12A PGF IHH S100A6 WNT3 S100Z CLCF1
REACTOME_INTERLEUKIN_10_SIGNALING,1.71804170411649e-12,2.26094288261731e-10,0.910119734774459,0.791273944309007,2.634365700394,42,IL1R2 IL18 FCER2 FPR1 CCR2 CD86 CXCL1 CCL20 IL1RN CCR1 CCR5 TIMP1 IL1R1 TNFRSF1B IL6 TNFRSF1A CCL2 IL10 CSF1 CXCL2 CSF3 PTAFR IL10RA ICAM1 IL1B LIF IL12A CD80 CCL5 CCL19
KEGG_HEMATOPOIETIC_CELL_LINEAGE,5.23388164530406e-12,6.45730147989389e-10,0.887074988399873,0.689232704247962,2.51181711408401,71,IL1R2 FCER2 CR1 CD14 HLA-DRA ANPEP FCGR1A CSF1R HLA-DRB1 IL7R CD33 IL1R1 CD2 CD4 IL4R IL6 CD37 ITGAM CSF3R GYPA CD3G CSF1 CSF3 HLA-DRB5 ITGA1 ITGA5 CD34 MME CD44 CD3E IL1B CD7 FLT3LG EPOR IL6R ITGA6 MS4A1 CD19 CD55 CD59 CD1D
WP_COMPLEMENT_SYSTEM_IN_NEURONAL_DEVELOPMENT_AND_PLASTICITY,7.59600698873526e-12,8.82030458574318e-10,0.875325132024659,0.640149525242292,2.46819655980347,97,C7 CFH C3AR1 C1QB C1QA CR1 C5AR1 C1QC FCN3 FCN1 PARD3 ITGB2 C4B PLSCR4 CFI FASLG MERTK C3 CASP7 C1R ATP11C C1S TGFB2 ITGAM TGFB1 PLSCR1 PROS1 C6 CFD SERPING1 C2 C5AR2 CASP8 ITGAV FAS CFB CLU C4A CRB1 CD55 CD59 PARD6G AXL
WP_MALIGNANT_PLEURAL_MESOTHELIOMA,1.12679831490799e-11,1.23572215201576e-09,0.875325132024659,0.426368946161992,1.96105725693114,419,MMP9 DSC3 IGF2 WNT6 CXCL1 ANGPT2 UHRF1 CDK2 YAP1 KDR CXCL5 SFRP2 CASP1 ITGB2 FZD2 PDGFD CSF1R ANGPT1 HGF WWTR1 FGF2 EFNA4 EPHA2 AJUBA EGFR TEAD2 LATS2 IL6 COL4A6 WNT16 MMP14 FOXO1 ITGB4 FZD7 TGFB1 CCL2 MYC IL10 CSF1 LAMB2 SPARC CSF3 TEAD1 ITGA1 PIK3CG PRSS23 NGFR FZD9 FLT1 PDGFRB CDKN1A ITGAV LAMA2 FGFR4 BCL2 PRKAG3 SP1 CD44 FGF10 MOB1A TEAD4 FGF11 FZD1 IL1B FOSL1 GABPA LGALS9 TCF7L1 DKK1 CDH1 MKNK2 FLT3LG NTRK2 CDH20 CDKN2A MAP3K1 ITGA6 MMP2 BMI1 SELE VEGFA MCL1 PGF FABP4 LAMA3 BARD1 ELK1 WNT3 ITGB1 TEAD3 EIF4EBP1 CCL5 MAP3K6 LAMA1 FZD8 FGF17 MAPKAPK2 MOB1B PRB1 SLC3A2 EZH2 LEF1 PODXL STK3 HIF1A FRAT2 SLC2A1 CDH5 BAG2 LAMC1 ITGB3 IGF1R MAP3K5 MAP3K2 LRP5 FZD5 PDGFC WNT5A NGF PIK3CA AMOT STK38L DKK4 MMP3 ATM PLAU KDM6A OGT ITPR3 CDH2 COL4A4 NFKB1 CCL4 LAMC2 PAK2 TEK LATS1 CTBP2 RASSF4 RASSF6 SAV1 FLT4 EED ADAMTS1 TCF7L2 KITLG MET WNT5B FN1 LAMA4 FGFR3 RYK SOS1
WP_MICROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY,1.79755156850745e-11,1.80792864228665e-09,0.863415391606693,0.786414961008823,2.59191118570887,40,C1QB C1QA FCER1G C1QC FCGR1A SYK TREM1 NCF2 NCF4 ITGB2 HCK SIGLEC7 TYROBP CYBB CYBA NCKAP1L ITGAM RAC2 NCF1 PTPN6 PIK3CG ARPC1B TREM2 LYN VAV3 PIK3R2 VAV1 PLCG2
WP_PI3KAKT_SIGNALING_PATHWAY,1.83174127891251e-11,1.80792864228665e-09,0.863415391606693,0.459277048581401,2.04592058228652,306,IGF2 TLR2 COL1A2 DDIT4 COL2A1 COL1A1 COL6A3 ANGPT2 SYK CDK2 IL2RG KDR PDGFD PCK1 PIK3AP1 CSF1R ANGPT1 IL7R HGF ITGA10 FGF2 EFNA4 OSMR TLR4 FASLG EPHA2 EGFR IL4R IL6 SGK1 COL4A6 ITGB8 F2R IFNA2 ITGB4 PIK3R5 CSF3R GNG12 GYS2 MYC CSF1 LAMB2 COL6A2 CSF3 ITGA1 PIK3CG PRLR NGFR ITGA5 NOS3 FLT1 PDGFRB CDKN1A ITGAV COL6A5 LAMA2 FGFR4 BCL2 LPAR5 FGF10 LPAR6 RELA FGF11 SPP1 GNG5 PPP2R1B GNG11 BCL2L11 OSM VWF PKN2 FLT3LG EPOR IL6R NTRK2 ITGA6 VEGFA MCL1 ITGB5 CD19 PGF LAMA3 PIK3R2 PKN3 ITGB1 EIF4EBP1 LAMA1 FGF17 LAMB4
WP_ALLOGRAFT_REJECTION,2.23146701185937e-11,2.09757899114781e-09,0.863415391606693,0.676568162843835,2.49125967203861,74,C7 AGTR1 HLA-DQA1 C1QB C1QA CD86 C1QC HLA-DRA HLA-DMB HLA-DRB1 CD28 HLA-DQB1 C4B VIM FASLG C3 CXCL13 CASP7 HLA-DPA1 TGFB1 C6 IL10 HLA-DRB5 HLA-DPB1 C2 HLA-DMA CASP8 FAS IL1B CD40 HLA-DOA GABPA BHMT2 ABCB1 C4A VEGFA IL12A CD80 GNLY HLA-E CD55 COL5A1
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,5.29589348305445e-11,4.75186078888613e-09,0.851339057116899,0.762441496890729,2.53837465824809,42,CXCR1 CXCR2 CXCL6 PPBP CCR9 CCR2 CXCR4 CXCL1 PF4 CCL20 CXCL5 CCR1 CCR5 CXCL3 ACKR3 ACKR4 CXCL13 CCL17 CCL2 CXCL2 CXCL16 XCL1 CXCR6
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,6.3410937838569e-11,5.44231266492762e-09,0.839088935621274,0.464177947394209,2.03464659703323,275,MMP9 COL1A2 FMOD MFAP2 NID1 COL2A1 COL1A1 DCN MMP8 PCOLCE VCAM1 COL6A3 MFAP5 BMP4 KDR CTSS MMP19 ITGB2 FBLN1 TIMP1 ITGA10 COL8A2 CAPN6 FGF2 ADAMTS2 COL4A6 ITGB8 MMP14 LRP4 PLOD2 P4HA1 SDC2 CAPN2 ADAMTS9 SERPINH1 TGFB2 ITGB4 ITGAM ADAM12 TGFB1 COL3A1 VCAN COL21A1 ICAM2 EMILIN2 TTR DDR2 LAMB2 SPARC COL6A2 ITGA1 CTSK ITGA5 ICAM1 EFEMP1 COL8A1 ITGAV COL6A5 ITGAL LAMA2 LTBP2 CD44 FBLN5 SPP1 MATN3 OPTC VWF MFAP4 CDH1 TMPRSS6 ITGA6 MMP2 ITGB5 LAMA3 LUM COLGALT1 CAPN7 LOXL2 ITGB1 SDC4 COL27A1 MMP25 COL5A1 P4HA2 LAMA1 COL11A1 JAM2 SERPINE1 PCOLCE2 BMP7 LAMC1 MFAP3 ITGB3 TPSAB1 PLOD1 LOX EMILIN1
WP_OVERVIEW_OF_PROINFLAMMATORY_AND_PROFIBROTIC_MEDIATORS,7.23036191126014e-11,5.94697267201146e-09,0.839088935621274,0.65448299472192,2.44130695054335,79,MMP9 CXCL6 IL18 CCL26 PPBP CXCL1 PF4 CCL20 EBI3 IL9 TSLP IL1RN CXCL5 CXCL3 LTA IL6 CXCL13 CCL17 IFNA2 TGFB1 CCL2 IL10 CSF1 CXCL2 CSF3 CXCL16 IL15 XCL1 SPP1 IL1B LIF IL27 OSM IL24 VEGFA CTF1 IL12A
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,1.11119794424741e-10,8.77401896777757e-09,0.839088935621274,0.698348455314282,2.47785102752728,60,SERPIND1 F13A1 C7 CFH SERPINA1 C3AR1 SERPINA5 C1QB C1QA CR1 C5AR1 C1QC C4B CFI C3 TFPI F2R F10 C1R F5 C1S PLAUR PROS1 C6 CFD SERPING1 C2 SERPINF2 SERPINC1 CFB F11 VWF C4A CD55 CD59 SERPINE1 F3 THBD
KEGG_CHEMOKINE_SIGNALING_PATHWAY,2.57404774112329e-10,1.91277965482406e-08,0.814035837847908,0.529494033028791,2.19732452308107,163,CXCR1 CXCR2 CXCL6 CCL26 PPBP CCR9 CCR2 CXCR4 CXCL1 PRKX PF4 CCL20 CXCL5 CCR1 PARD3 CCR5 HCK NFKBIA FGR DOCK2 CXCL3 CXCL13 CCL17 PIK3R5 CCL2 GNG12 RAC2 CXCL2 GRK7 NCF1 PIK3CG CXCL16 WAS XCL1 RELA CXCR6 GNG5 PXN GNG11 LYN TIAM2 VAV3 GNAI3 PLCB3 PIK3R2 ROCK1 VAV1 CCL5 RAP1B CCL19 RAP1A JAK2
WP_COMPLEMENT_AND_COAGULATION_CASCADES,2.61626396556482e-10,1.91277965482406e-08,0.814035837847908,0.709298475703043,2.45960380911654,54,SERPIND1 C7 CFH SERPINA1 C3AR1 SERPINA5 C1QB C1QA CR1 C5AR1 C1QC C4B CFI C3 TFPI F2R F10 C1R F5 C1S PLAUR PROS1 C6 CFD SERPING1 C2 SERPINF2 SERPINC1 CFB VWF CLU CD55 LMAN1 SERPINE1 F3 THBD
PID_P53_DOWNSTREAM_PATHWAY,2.7213839261607e-10,1.91857566794329e-08,0.814035837847908,0.558137397357658,2.25067500418052,132,POU4F2 FOXA1 BCL2A1 POU4F1 DDIT4 TP63 TNFRSF10D CASP1 HGF PERP BCL6 EPHA2 EGFR TNFRSF10C GDF15 VCAN PYCARD DUSP1 CASP6 TP53INP1 IGFBP3 TNFRSF10B CDKN1A BCL2 SP1 FAS SNAI2 TP53BP2 CCNG1 SPP1 TNFRSF10A SESN1 RGCC RNF144B CAV1 IRF5 LIF TP53I3 DKK1 STEAP3 MMP2 MCL1 SH2D1A RPS27L SERPINE1 RB1 TAP1 BTG2 PCNA
WP_MESODERMAL_COMMITMENT_PATHWAY,3.13621081508764e-10,2.13478625827e-08,0.814035837847908,0.541553596958591,2.20368950918817,140,HAND1 PITX2 FOXA1 FOXC2 KLF5 GATA3 FOXC1 BMP4 YAP1 ZIC5 ZIC2 TRIM5 KLF4 TBX3 TEAD2 SMAD6 HES7 TBX6 SOX2 TEAD1 ZIC3 PAX6 RGS10 BMPR1A NFE2L2 POU5F1 SESN1 SLC2A12 TCF7L1 DKK1 VAV3 EOMES SMAD4 PBX3 ELP4 DLL1 SOX21 ZFHX4 ARL4A WNT3 FZD8 LEF1 SNAI1 TWSG1 JAK2 BMP7 UBR5 NOG ELK4 FZD5 FZD4 KDM6A PHF6 AEBP2 LEFTY2 HMGA2 MBTD1 LATS1 CTBP2 MACF1
WP_ACUTE_VIRAL_MYOCARDITIS,5.03448318798293e-10,3.31268993769277e-08,0.801215574617779,0.634275438765138,2.37215931696127,80,MMP9 CXCR4 TLR5 CASP1 ITGB2 CCR5 EDN1 NOD2 TLR4 CD4 IL6 CASP7 TGFB1 AIF1 KRT8 PYCARD RAC2 IL10 CASP6 NFKB2 HLA-DMA CASP8 ITGAL LAMA2 BCL2 TLR3 CAV1 BNIP2 IL12A CD80 CD55 SGCD CHRAC1 CAAP1 STAT3 MICA MYH6
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,6.49537570708911e-10,4.13608762767545e-08,0.801215574617779,0.533673237770092,2.19220803235241,148,S100A12 TLR8 S100A9 S100A8 TLR2 LBP CD14 TLR5 BPI CD180 CTSS TLR7 IRAK3 ITGB2 TLR6 MAP3K8 NFKBIA LY96 TLR1 NOD2 TLR4 BIRC3 BTK LY86 ITGAM NFKB2 IRF7 CTSK GSDMD CASP8 FOS ATF1 TAB2 RELA PPP2R1B TLR3 TLR10 MYD88 MAP3K1 ELK1 APOB PLCG2 MAPKAPK2 RIPK2 RIPK3 UNC93B1 PELI2
WP_DEVELOPMENT_OF_URETERIC_COLLECTION_SYSTEM,9.32519578703949e-10,5.75248015112999e-08,0.788186810800237,0.682743492130618,2.41416265497863,59,HOXA11 BMP5 HOXD11 SIX1 SIX2 GLI1 GATA3 FOXC1 GPC3 LHX1 BMP4 GLI2 EYA1 CELSR1 TGFB2 FAT4 BMPR1A SMO FREM2 GLI3 ITGB1 PAX2 VANGL2 SALL1 WT1 SPRY1 BMP7
REACTOME_LEISHMANIA_INFECTION,1.08491589969558e-09,6.48976965454262e-08,0.788186810800237,0.477386188215951,2.05243731843722,231,PTGDR IGHG2 CD163 IL18 PTGER2 FCGR2A C3AR1 IGHG1 PRKX IGHG4 IGLC3 FCGR1A SYK FCGR3A CASP1 LHCGR GPHA2 HCK IGLC2 RHBDF2 TXNIP FGR C3 GLP1R IL6 DPEP1 CYBA BTK ADM NCKAP1L FZD7 GNG12 PYCARD GPR84 CD3G IL10 ADORA2B NFKB2 HMOX1 GSDMD ARPC1B ITPR2 YES1 WAS MC5R NOX1 MC4R RELA GNG5 IL1B AHCYL1 P2RX7 GNG11 DPEP3 ADRB2 LYN GPR83 VAV3 GHRHR GNAI3 MEFV RLN2 GGT5 RAMP1 PTGER4 VAV1 PTH1R PLCG2 CALCRL GPR20
WP_FOCAL_ADHESION_PI3KAKTMTORSIGNALING_PATHWAY,2.10161291731098e-09,1.2201717349329e-07,0.774939030136436,0.444061386758188,1.95684040298778,282,FOXA1 COL1A2 DDIT4 COL2A1 HIF3A COL1A1 ANGPT2 IL2RG KDR ITGB2 PDGFD CSF1R ANGPT1 IL7R HGF ITGA10 FGF2 EFNA4 OSMR EPHA2 EGFR IL4R COL4A6 ITGB8 F2R FOXO1 ITGB4 PIK3R5 CSF3R GNG12 COL3A1 GYS2 CSF1 LAMB2 COL6A2 CSF3 PIK3CG PRLR NGFR ITGA5 NOS3 FLT1 PDGFRB CDKN1A ITGAV ITGAL LAMA2 FGFR4 LPAR5 FGF10 LPAR6 FGF11 SPP1 GNG5 PPP2R1B GNG11 OSM VWF EPOR IL6R CAB39L ITGA6 SLC2A4 VEGFA ITGB5 PGF LAMA3 PIK3R2 ITGB1 EIF4EBP1 COL5A1 LAMA1 FGF17 COL11A1 HIF1A SLC2A1 JAK2 LPAR4 LAMC1 ITGB3 IGF1R PDGFC NGF PIK3CA CREB3L2 IKBKB COL4A4 ITGA7 LAMC2 TEK GHR IRS1 IRS2 ITGA11 PFKFB3 FLT4 THBS1 PIK3C2A KITLG MET FN1 LAMA4 FGFR3 TNXB SOS1
REACTOME_ANTIMICROBIAL_PEPTIDES,2.96875667600995e-09,1.67437876526961e-07,0.774939030136436,0.774859775476292,2.41669354708992,33,S100A9 S100A8 TLR2 RNASE6 DEFB1 LYZ S100A7 CCR2 SLC11A1 PLA2G2A RNASE3 BPI LCN2 TLR1 CD4 EPPIN
WP_NUCLEAR_RECEPTORS_METAPATHWAY,3.49987946191206e-09,1.91910057161511e-07,0.774939030136436,0.444263804132777,1.95647334298687,281,SLC6A20 SCNN1A SERPINA1 SLC5A5 FKBP5 SRPX2 ALOX5AP SLC6A3 SLC26A2 PRRG4 TGFBR3 CCL20 SRGN CES1 SLC39A12 CYP3A5 S100P SLC5A3 MAFF CYP1B1 TNFAIP3 PDK4 SLC2A5 PCK1 GADD45B HGF ZIC2 SLC6A13 HSPA1A EPHA2 ABCC2 ACKR3 EGFR ABCC4 STOM BIRC3 FOXO1 CYP3A4 SLC7A11 TGFB2 TGFB1 CCL2 MYC PLTP MYOF PPARA B3GNT5 TGFBR2 NFKB2 DNAJB1 HMOX1 MGST1 TSC22D3 SLC2A10 HES1 SP1 CYP4F12 SNAI2 NFE2L2 POU5F1 IL1B FGD4 RGS2 IP6K3 SLC2A12 ANGPTL4 GSTM2 SERPINB9 SLC6A4 SLC39A11 ABCB1 SLCO1B1 SLC2A4 JUNB IL12A KAT2B SMARCA1 SLC2A9 DBI SLC6A16 SLC10A1 GPAM SLC39A14 SLC2A1 SPRY1 ABCB4 THBD
